L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
69,63,83,31,44,79,60,32,4,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
31,15,21,84,62,55,80,99,0,2,1,3,None,Lane 1,Starvation,3
21,43,96,72,69,47,76,12,1,3,2,0,None,Lane 4,Starvation,6
31,47,66,36,85,86,30,47,2,4,0,1,None,Lane 3,Gridlock_Avoidance,3
25,89,95,94,39,90,58,32,3,5,0,2,None,Lane 3,Gridlock_Avoidance,10
20,60,16,32,87,58,35,36,4,0,1,3,None,Lane 2,Gridlock_Avoidance,3
58,67,21,12,19,40,55,94,0,1,2,4,None,Lane 1,Starvation,3
98,100,23,81,72,50,20,48,1,0,3,5,Police,Lane 2,Emergency_Police,10
98,100,23,81,72,50,20,48,2,1,0,6,Police,Lane 3,Emergency_Police,10
45,11,11,73,91,47,96,58,3,2,1,0,Police,Lane 4,Emergency_Police,10
16,75,22,42,93,74,90,45,4,3,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
60,71,76,51,29,14,21,81,0,4,3,1,None,Lane 1,Starvation,3
22,49,52,10,28,61,22,62,1,5,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
22,47,34,10,86,57,81,78,2,0,1,3,None,Lane 2,Starvation,3
82,77,51,72,77,39,66,33,3,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
29,70,89,52,15,11,65,57,0,2,3,1,None,Lane 1,Starvation,3
17,67,86,73,45,49,66,10,1,3,0,2,None,Lane 3,Starvation,10
69,91,98,50,41,78,94,99,2,4,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
69,91,98,50,41,78,94,99,3,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
76,52,14,47,98,17,16,13,4,0,3,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
76,52,14,47,98,17,16,13,5,1,0,3,Police,Lane 3,Emergency_Police,10
85,34,69,62,99,16,84,39,6,2,1,0,None,Lane 4,Gridlock_Avoidance,3
45,68,14,85,42,43,18,23,0,3,2,1,None,Lane 1,Starvation,3
51,86,71,16,84,65,34,29,1,4,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
92,58,92,68,14,65,90,47,2,0,1,3,None,Lane 2,Starvation,3
30,94,98,43,23,34,57,64,3,1,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
80,79,48,96,24,11,15,41,0,2,1,5,None,Lane 1,Starvation,6
94,50,23,100,85,88,65,98,1,3,0,6,Ambulance,Lane 3,Emergency_Ambulance,10
94,96,51,61,41,29,96,48,2,0,1,7,None,Lane 2,Starvation,10
39,46,21,28,72,73,58,36,3,1,2,0,None,Lane 4,Starvation,3
14,83,42,72,86,99,67,61,4,2,3,0,None,Lane 4,Gridlock_Avoidance,6
38,100,55,86,55,26,32,32,0,3,4,1,None,Lane 1,Starvation,3
32,53,78,25,98,36,54,90,1,0,5,2,None,Lane 2,Starvation,3
43,99,93,69,56,74,47,77,2,1,0,3,None,Lane 3,Starvation,10
87,16,33,72,83,67,43,99,0,2,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
87,16,33,72,83,67,43,99,1,3,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
87,16,33,72,83,67,43,99,2,4,0,1,Police,Lane 3,Emergency_Police,10
66,100,32,59,50,88,24,86,0,5,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
66,100,32,59,50,88,24,86,1,6,2,0,Police,Lane 4,Emergency_Police,10
25,59,36,82,63,10,27,99,2,0,3,1,None,Lane 2,Starvation,3
34,44,68,20,58,74,36,67,3,1,0,2,None,Lane 3,Starvation,3
67,98,18,38,21,46,75,48,0,2,1,3,None,Lane 1,Starvation,3
23,17,61,55,41,83,39,17,0,3,2,4,Police,Lane 1,Emergency_Police,10
84,57,45,71,89,11,40,35,0,4,3,5,Police,Lane 1,Emergency_Police,10
84,57,45,71,89,11,40,35,1,5,0,6,Police,Lane 3,Emergency_Police,10
57,50,65,98,88,75,72,30,2,0,1,7,None,Lane 2,Starvation,3
61,77,50,22,55,73,71,58,3,1,2,0,None,Lane 4,Starvation,3
42,43,94,53,58,79,82,75,0,2,3,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
18,84,19,91,74,36,93,54,1,3,4,0,None,Lane 4,Gridlock_Avoidance,10
74,80,38,90,45,27,65,16,2,4,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
29,23,96,51,12,91,31,89,3,0,6,1,Ambulance,Lane 2,Emergency_Ambulance,10
15,37,79,28,70,96,77,80,0,1,7,2,None,Lane 1,Starvation,3
34,96,53,26,64,19,92,57,1,0,8,3,None,Lane 2,Gridlock_Avoidance,10
94,14,86,55,98,42,16,80,2,1,0,4,None,Lane 3,Starvation,10
46,59,27,91,64,83,16,43,3,2,1,0,None,Lane 4,Starvation,10
48,45,78,92,11,98,56,81,4,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
48,45,78,92,11,98,56,81,5,4,1,0,Police,Lane 4,Emergency_Police,10
87,72,20,29,84,22,100,57,6,5,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
18,96,35,92,92,93,31,98,7,6,0,1,None,Lane 3,Gridlock_Avoidance,3
83,92,56,36,92,73,20,40,8,0,1,2,None,Lane 2,Gridlock_Avoidance,10
46,98,32,65,49,86,42,93,0,1,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
49,18,87,41,16,46,66,29,1,2,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
95,91,71,81,53,33,22,52,2,3,0,1,None,Lane 3,Starvation,6
39,54,17,53,59,23,47,75,0,4,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
39,54,17,53,59,23,47,75,1,5,2,0,Police,Lane 4,Emergency_Police,10
95,50,70,50,44,52,53,47,2,0,3,1,Police,Lane 2,Emergency_Police,10
50,67,71,10,91,32,13,37,3,1,0,2,None,Lane 3,Starvation,6
20,91,48,69,43,73,69,53,0,2,1,3,None,Lane 1,Starvation,3
51,88,57,60,53,42,78,28,1,3,0,4,Fire Truck,Lane 3,Emergency_Fire Truck,10
51,88,57,60,53,42,78,28,0,4,1,5,Police,Lane 1,Emergency_Police,10
78,17,45,83,38,55,96,36,1,5,0,6,Ambulance,Lane 3,Emergency_Ambulance,10
65,35,85,81,14,40,27,21,2,0,1,7,None,Lane 2,Starvation,3
40,64,96,53,15,55,38,26,3,1,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
70,68,13,28,12,40,15,53,0,2,3,1,None,Lane 1,Starvation,3
79,87,94,40,22,43,23,20,1,3,0,2,None,Lane 3,Starvation,10
29,98,51,74,13,38,45,26,0,4,1,3,Police,Lane 1,Emergency_Police,10
29,98,51,74,13,38,45,26,1,5,0,4,Police,Lane 3,Emergency_Police,10
30,30,95,73,12,78,19,19,2,0,1,5,None,Lane 2,Starvation,3
84,91,50,63,88,52,12,88,3,0,2,6,None,Lane 2,Gridlock_Avoidance,10
23,10,54,13,78,74,21,29,0,1,3,7,None,Lane 1,Starvation,3
32,15,31,50,87,21,84,11,1,2,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
35,46,74,13,15,94,53,43,2,3,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
35,46,74,13,15,94,53,43,0,4,6,1,Police,Lane 1,Emergency_Police,10
72,11,53,23,85,32,70,56,1,0,7,2,None,Lane 2,Starvation,3
33,17,66,11,38,74,83,29,0,1,8,3,None,Lane 1,Gridlock_Avoidance,3
68,11,88,76,40,30,45,64,1,2,0,4,None,Lane 3,Starvation,10
44,66,52,28,65,69,37,99,2,0,1,5,Police,Lane 2,Emergency_Police,10
49,58,82,76,12,65,78,63,3,1,2,0,None,Lane 4,Starvation,6
19,68,50,17,49,22,67,85,0,2,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
19,68,50,17,49,22,67,85,1,3,4,0,Police,Lane 4,Emergency_Police,10
64,43,30,30,30,70,66,75,2,0,5,1,None,Lane 2,Starvation,3
41,49,34,35,81,24,89,79,3,0,6,2,None,Lane 2,Gridlock_Avoidance,3
63,19,88,43,33,86,92,42,0,1,7,3,None,Lane 1,Starvation,3
65,69,45,32,17,97,64,95,1,2,0,4,None,Lane 3,Starvation,3
55,69,77,68,26,29,45,91,2,3,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
55,69,77,68,26,29,45,91,0,4,1,6,Police,Lane 1,Emergency_Police,10
77,26,53,14,57,28,39,37,1,0,2,7,None,Lane 2,Starvation,3
77,54,98,12,74,52,80,74,2,1,3,0,None,Lane 4,Starvation,3
69,99,43,20,89,74,52,56,3,2,0,1,None,Lane 3,Starvation,3
99,33,67,58,67,37,50,65,4,3,1,0,Police,Lane 4,Emergency_Police,10
52,57,42,35,71,67,92,61,0,4,2,1,None,Lane 1,Starvation,3
36,61,83,66,58,84,20,98,0,5,3,2,Police,Lane 1,Emergency_Police,10
26,44,31,23,90,18,16,13,0,6,4,3,Ambulance,Lane 1,Emergency_Ambulance,10
26,44,31,23,90,18,16,13,1,0,5,4,Police,Lane 2,Emergency_Police,10
30,55,70,82,15,42,92,18,2,0,6,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
21,73,27,41,68,46,68,71,3,1,0,6,None,Lane 3,Starvation,3
43,27,89,34,26,93,52,35,0,2,1,7,Ambulance,Lane 1,Emergency_Ambulance,10
43,27,89,34,26,93,52,35,1,3,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
48,73,39,33,72,70,76,61,2,0,3,1,None,Lane 2,Starvation,6
80,14,93,88,83,71,78,75,3,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
43,32,74,61,65,58,84,63,0,2,1,3,None,Lane 1,Starvation,3
45,49,25,48,87,78,25,65,1,0,2,4,Police,Lane 2,Emergency_Police,10
45,49,25,48,87,78,25,65,2,1,3,0,Police,Lane 4,Emergency_Police,10
35,28,92,42,47,26,21,17,3,2,0,1,Police,Lane 3,Emergency_Police,10
77,71,57,69,62,26,58,13,0,3,1,2,Police,Lane 1,Emergency_Police,10
12,26,16,96,15,49,99,78,1,0,2,3,None,Lane 2,Starvation,3
76,95,28,73,86,54,68,42,2,1,3,0,None,Lane 4,Starvation,6
100,66,48,22,93,89,67,82,3,0,4,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
100,66,48,22,93,89,67,82,4,1,5,0,Police,Lane 4,Emergency_Police,10
67,51,85,87,35,48,12,27,0,2,6,1,None,Lane 1,Starvation,3
21,53,53,22,76,52,70,56,1,3,0,2,None,Lane 3,Starvation,3
43,47,75,78,87,84,11,50,2,4,1,0,None,Lane 4,Gridlock_Avoidance,6
85,60,80,84,63,89,16,20,0,5,2,1,None,Lane 1,Gridlock_Avoidance,6
69,22,95,49,79,80,65,78,1,6,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
80,68,55,35,41,17,79,98,2,0,1,3,None,Lane 2,Starvation,3
13,68,26,94,47,62,85,27,0,1,2,4,Ambulance,Lane 1,Emergency_Ambulance,10
80,55,15,26,64,37,77,95,1,2,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
94,66,57,49,18,49,19,18,2,3,1,0,None,Lane 4,Starvation,3
75,97,86,16,70,24,20,89,3,0,2,1,None,Lane 2,Starvation,10
40,50,38,87,95,18,83,15,4,1,3,0,None,Lane 4,Gridlock_Avoidance,10
18,88,98,83,73,80,87,94,5,2,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
36,100,31,38,53,52,42,77,6,3,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
36,100,31,38,53,52,42,77,7,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
10,80,37,32,55,17,54,52,0,5,2,1,None,Lane 1,Starvation,3
58,71,40,44,84,50,23,41,1,0,3,2,None,Lane 2,Starvation,6
99,59,61,40,78,34,60,60,2,1,0,3,None,Lane 3,Starvation,3
37,35,15,69,79,78,86,36,3,2,1,0,None,Lane 4,Starvation,3
32,12,59,61,62,73,10,99,4,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
44,16,21,58,90,10,50,88,5,1,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
30,18,67,78,83,24,78,93,6,2,4,0,Police,Lane 4,Emergency_Police,10
96,36,23,51,71,51,78,53,0,3,5,1,None,Lane 1,Starvation,10
56,56,86,62,15,41,43,93,1,0,6,2,Police,Lane 2,Emergency_Police,10
28,72,49,68,45,67,39,12,2,1,0,3,None,Lane 3,Starvation,3
34,42,18,94,71,98,72,92,0,2,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
62,31,97,66,58,96,79,48,1,3,2,0,None,Lane 4,Starvation,3
97,85,70,85,85,88,79,23,2,4,3,0,None,Lane 4,Gridlock_Avoidance,6
20,14,24,22,55,54,33,16,3,5,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
20,14,24,22,55,54,33,16,4,6,0,1,Police,Lane 3,Emergency_Police,10
20,26,12,52,38,12,73,81,0,7,1,2,None,Lane 1,Starvation,3
78,39,22,93,61,41,63,15,1,8,0,3,Police,Lane 3,Emergency_Police,10
35,98,30,69,54,84,64,68,2,9,1,0,None,Lane 4,Gridlock_Avoidance,3
32,24,57,86,79,31,89,77,3,10,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
96,32,27,69,47,97,89,72,0,11,3,1,None,Lane 1,Starvation,10
87,78,58,88,35,91,96,59,1,12,4,0,None,Lane 4,Gridlock_Avoidance,10
48,80,91,60,89,43,62,99,2,13,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
11,54,37,91,36,59,96,57,3,0,6,1,None,Lane 2,Starvation,3
74,99,67,38,81,47,15,25,4,0,7,2,None,Lane 2,Gridlock_Avoidance,10
95,74,80,94,20,14,22,17,5,0,8,3,Ambulance,Lane 2,Emergency_Ambulance,10
80,28,81,25,91,68,66,22,6,1,0,4,None,Lane 3,Gridlock_Avoidance,6
81,75,75,56,40,72,64,93,0,2,1,5,None,Lane 1,Starvation,6
85,47,60,33,30,12,36,55,1,3,2,0,None,Lane 4,Starvation,3
20,99,85,91,90,83,45,87,2,4,0,1,None,Lane 3,Gridlock_Avoidance,6
15,36,22,28,27,48,21,59,3,5,1,0,Police,Lane 4,Emergency_Police,10
15,13,45,57,51,50,88,88,0,6,2,1,None,Lane 1,Starvation,3
31,42,15,52,47,39,61,88,1,0,3,2,None,Lane 2,Starvation,3
36,35,71,75,74,55,85,38,2,1,4,0,None,Lane 4,Gridlock_Avoidance,6
77,41,58,74,28,43,83,94,0,2,5,1,Police,Lane 1,Emergency_Police,10
89,46,57,49,97,62,48,84,1,3,0,2,None,Lane 3,Starvation,3
24,58,11,62,88,36,32,71,2,0,1,3,None,Lane 2,Starvation,3
22,21,99,12,82,40,84,55,3,0,2,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
22,21,99,12,82,40,84,55,4,1,3,0,Police,Lane 4,Emergency_Police,10
39,69,24,16,28,12,58,85,0,2,4,1,None,Lane 1,Starvation,3
54,25,11,10,87,63,61,27,1,3,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
56,34,71,11,37,62,26,35,2,0,6,1,None,Lane 2,Starvation,3
32,42,68,89,97,38,14,30,3,1,0,2,None,Lane 3,Starvation,3
81,64,58,68,83,63,50,71,4,2,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
92,28,11,87,17,88,40,78,0,3,1,4,None,Lane 1,Starvation,10
50,60,74,100,21,30,65,91,0,4,2,5,Ambulance,Lane 1,Emergency_Ambulance,10
41,30,29,33,75,100,49,10,0,5,3,6,None,Lane 1,Gridlock_Avoidance,3
46,49,32,19,89,65,88,90,1,0,4,7,Fire Truck,Lane 2,Emergency_Fire Truck,10
16,85,96,22,50,54,91,24,2,1,0,8,Police,Lane 3,Emergency_Police,10
49,66,36,84,83,83,60,26,3,2,1,0,None,Lane 4,Starvation,6
74,95,93,12,10,10,56,57,0,3,2,1,None,Lane 1,Starvation,6
97,26,25,81,31,65,22,19,1,0,3,2,None,Lane 2,Starvation,3
93,68,55,37,24,37,75,61,2,1,0,3,None,Lane 3,Starvation,3
22,77,50,60,61,91,83,92,3,2,0,4,Fire Truck,Lane 3,Emergency_Fire Truck,10
47,75,100,57,10,69,89,49,4,3,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
40,65,79,45,72,100,60,47,0,4,1,6,None,Lane 1,Starvation,3
26,82,49,83,97,95,48,21,1,5,2,0,None,Lane 4,Gridlock_Avoidance,6
40,72,34,54,54,12,64,96,2,0,3,1,None,Lane 2,Starvation,6
11,56,75,42,49,16,36,59,3,1,0,2,None,Lane 3,Starvation,6
95,95,51,75,21,26,29,85,0,2,1,3,None,Lane 1,Starvation,10
72,25,67,92,79,55,78,13,1,3,2,0,Police,Lane 4,Emergency_Police,10
89,12,68,54,65,35,50,59,2,4,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
51,40,26,87,95,27,84,68,3,0,4,1,None,Lane 2,Starvation,3
26,83,91,56,45,67,30,26,0,1,5,2,None,Lane 1,Starvation,3
93,30,89,78,92,96,10,92,1,2,0,3,None,Lane 3,Starvation,10
99,25,32,17,46,66,31,17,2,3,1,0,None,Lane 4,Starvation,3
77,64,95,81,91,30,32,85,3,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
90,39,65,83,27,100,90,49,4,5,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
68,21,93,34,33,11,40,44,0,6,1,2,None,Lane 1,Starvation,3
55,91,88,66,13,10,76,19,1,0,2,3,None,Lane 2,Starvation,10
58,83,50,88,95,28,39,94,2,0,3,4,None,Lane 2,Gridlock_Avoidance,6
64,79,21,54,11,78,99,58,0,1,4,5,Police,Lane 1,Emergency_Police,10
81,21,38,30,12,28,38,99,1,2,0,6,None,Lane 3,Starvation,3
32,25,15,63,54,68,32,21,2,3,1,0,None,Lane 4,Starvation,3
49,36,57,32,93,85,57,31,3,4,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
89,57,90,60,64,44,78,28,0,5,1,2,None,Lane 1,Starvation,10
21,59,39,89,82,56,51,80,1,6,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
21,59,39,89,82,56,51,80,2,0,3,1,Police,Lane 2,Emergency_Police,10
83,79,43,62,71,100,38,13,3,1,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
88,30,63,92,88,33,66,97,4,2,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
88,30,63,92,88,33,66,97,0,3,1,4,Police,Lane 1,Emergency_Police,10
20,99,72,95,11,86,100,29,1,4,2,0,None,Lane 4,Gridlock_Avoidance,10
49,78,20,16,72,49,67,87,2,0,3,1,None,Lane 2,Starvation,6
96,84,29,56,37,26,45,10,3,1,0,2,None,Lane 3,Starvation,3
98,16,18,49,97,63,12,81,4,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
98,16,18,49,97,63,12,81,5,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
11,68,47,35,27,78,95,75,6,1,3,0,Police,Lane 4,Emergency_Police,10
29,20,77,20,66,26,69,82,7,2,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
11,41,66,82,73,95,60,90,8,3,0,1,Police,Lane 3,Emergency_Police,10
53,10,86,78,93,13,59,60,9,4,0,2,None,Lane 3,Gridlock_Avoidance,10
84,40,34,53,92,95,58,21,0,5,1,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
96,52,44,13,37,25,91,90,1,0,2,4,None,Lane 2,Starvation,3
57,93,53,83,68,77,64,30,2,1,3,0,None,Lane 4,Starvation,6
93,16,33,81,62,48,89,36,0,2,4,1,Ambulance,Lane 1,Emergency_Ambulance,10
83,91,26,68,13,52,62,86,1,0,5,2,Police,Lane 2,Emergency_Police,10
31,21,50,65,12,80,24,59,2,1,0,3,Police,Lane 3,Emergency_Police,10
28,70,36,37,52,34,14,21,3,2,1,0,None,Lane 4,Starvation,3
88,37,38,47,100,12,77,52,4,3,2,0,None,Lane 4,Gridlock_Avoidance,3
27,77,69,81,25,85,99,85,0,4,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
27,77,69,81,25,85,99,85,1,5,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
35,21,60,50,34,86,63,39,2,6,5,0,Police,Lane 4,Emergency_Police,10
43,34,100,86,92,27,97,89,0,7,6,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
46,70,28,75,67,64,91,52,1,0,7,2,None,Lane 2,Starvation,3
88,15,56,36,95,31,93,98,0,1,8,3,Police,Lane 1,Emergency_Police,10
45,59,48,17,93,29,53,29,1,2,0,4,None,Lane 3,Starvation,3
61,10,51,38,24,63,28,72,2,3,1,0,None,Lane 4,Starvation,3
84,64,18,40,56,88,71,80,0,4,2,1,None,Lane 1,Gridlock_Avoidance,6
95,88,30,69,24,54,69,74,1,0,3,2,None,Lane 2,Starvation,10
18,36,95,27,43,89,21,62,0,1,4,3,Ambulance,Lane 1,Emergency_Ambulance,10
64,60,37,100,10,10,100,94,1,2,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
96,27,15,33,82,17,13,17,2,3,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
96,27,15,33,82,17,13,17,0,4,1,6,Police,Lane 1,Emergency_Police,10
39,48,79,30,24,31,84,67,1,0,2,7,None,Lane 2,Starvation,3
84,52,68,92,81,16,99,74,2,1,3,0,None,Lane 4,Starvation,10
51,34,90,56,24,93,51,43,3,2,0,1,None,Lane 3,Starvation,10
32,67,57,90,44,98,19,69,0,3,1,2,None,Lane 1,Starvation,3
43,37,23,62,85,100,24,63,1,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
26,97,58,37,18,77,79,83,2,5,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
15,50,11,27,12,67,76,73,3,0,1,2,None,Lane 2,Starvation,3
69,81,23,39,89,65,26,64,4,0,2,3,None,Lane 2,Gridlock_Avoidance,6
12,45,98,63,57,69,75,98,0,1,3,4,None,Lane 1,Starvation,3
59,49,96,94,93,66,72,52,1,2,0,5,None,Lane 3,Starvation,10
76,93,41,37,70,11,74,14,2,3,1,0,None,Lane 4,Starvation,3
62,41,19,44,94,92,41,40,3,4,2,0,None,Lane 4,Gridlock_Avoidance,3
98,81,99,53,12,73,39,61,4,5,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
58,35,96,51,18,18,78,77,0,6,1,2,None,Lane 1,Starvation,3
38,72,37,77,46,99,85,65,1,7,2,0,None,Lane 4,Gridlock_Avoidance,6
16,77,33,82,20,34,61,63,2,0,3,1,None,Lane 2,Starvation,6
63,12,96,14,100,20,95,17,3,1,4,0,None,Lane 4,Gridlock_Avoidance,3
87,90,23,73,66,80,75,83,0,2,5,1,None,Lane 1,Starvation,10
50,59,68,58,59,74,99,63,1,0,6,2,None,Lane 2,Gridlock_Avoidance,3
85,35,47,69,27,32,59,55,2,1,0,3,None,Lane 3,Starvation,3
90,59,18,54,11,19,94,80,0,2,1,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
65,67,94,100,43,98,95,57,1,3,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
22,72,52,95,54,32,70,18,2,0,3,1,None,Lane 2,Starvation,6
80,23,14,10,19,28,13,34,3,1,0,2,None,Lane 3,Starvation,3
92,11,80,86,29,44,59,14,4,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
73,11,11,37,57,63,99,37,0,3,2,1,None,Lane 1,Starvation,6
52,76,39,38,50,100,17,11,1,4,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
60,67,78,92,61,12,58,38,0,5,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
60,67,78,92,61,12,58,38,1,6,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
91,11,62,28,24,82,77,20,2,7,3,0,Police,Lane 4,Emergency_Police,10
12,100,49,48,48,35,45,76,3,0,4,1,None,Lane 2,Starvation,10
29,29,30,68,58,89,80,24,0,1,5,2,None,Lane 1,Starvation,3
89,37,88,37,81,30,58,15,1,0,6,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
89,37,88,37,81,30,58,15,0,1,7,4,Police,Lane 1,Emergency_Police,10
71,19,89,65,39,56,21,87,1,2,0,5,None,Lane 3,Starvation,10
98,83,99,82,12,78,57,10,2,3,1,0,Police,Lane 4,Emergency_Police,10
56,70,66,89,92,26,70,59,3,0,2,1,None,Lane 2,Starvation,3
84,68,65,17,50,58,19,54,0,1,3,2,None,Lane 1,Starvation,6
59,75,60,47,24,94,76,79,1,2,0,3,None,Lane 3,Starvation,3
17,11,52,80,21,57,80,95,2,3,0,4,None,Lane 3,Gridlock_Avoidance,3
73,92,37,38,26,60,86,92,3,0,1,5,None,Lane 2,Starvation,10
48,41,30,73,66,78,56,73,0,1,2,6,None,Lane 1,Starvation,3
91,72,26,49,21,57,41,48,0,2,3,7,Ambulance,Lane 1,Emergency_Ambulance,10
42,74,47,89,11,86,41,86,1,3,0,8,Police,Lane 3,Emergency_Police,10
13,63,19,73,86,41,25,87,0,4,1,9,Ambulance,Lane 1,Emergency_Ambulance,10
17,43,39,73,18,68,90,54,1,0,2,10,None,Lane 2,Starvation,3
17,31,41,13,84,37,43,65,2,0,3,11,Ambulance,Lane 2,Emergency_Ambulance,10
17,31,41,13,84,37,43,65,3,1,4,0,Police,Lane 4,Emergency_Police,10
17,27,34,74,34,25,23,65,0,2,5,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
17,27,34,74,34,25,23,65,1,3,6,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
16,43,34,97,19,16,87,97,0,4,7,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
57,47,61,59,96,16,62,29,1,5,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
90,68,96,35,45,64,47,21,2,6,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
73,32,22,98,63,84,26,78,3,7,2,0,None,Lane 4,Gridlock_Avoidance,10
67,90,32,87,41,32,27,20,0,8,3,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
71,39,60,47,41,89,51,90,0,9,4,2,None,Lane 1,Gridlock_Avoidance,6
74,52,87,99,52,64,41,57,1,0,5,3,None,Lane 2,Starvation,3
98,40,65,80,10,52,54,69,2,0,6,4,Police,Lane 2,Emergency_Police,10
98,40,65,80,10,52,54,69,3,1,0,5,Police,Lane 3,Emergency_Police,10
38,60,30,97,95,77,74,82,4,2,0,6,Ambulance,Lane 3,Emergency_Ambulance,10
19,12,21,47,78,96,64,26,0,3,1,7,Ambulance,Lane 1,Emergency_Ambulance,10
19,12,21,47,78,96,64,26,1,4,0,8,Ambulance,Lane 3,Emergency_Ambulance,10
49,87,32,77,61,92,80,25,2,5,1,0,None,Lane 4,Gridlock_Avoidance,6
53,36,97,61,100,30,50,86,3,0,2,1,None,Lane 2,Starvation,3
78,95,52,20,37,57,67,48,0,1,3,2,None,Lane 1,Starvation,6
57,64,88,93,49,13,52,21,1,2,0,3,None,Lane 3,Starvation,10
18,38,89,51,97,61,17,19,2,3,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
63,43,97,71,98,77,59,44,3,0,2,1,None,Lane 2,Starvation,3
34,83,41,48,17,78,69,62,0,1,3,2,None,Lane 1,Starvation,3
16,76,53,91,65,11,94,56,1,2,4,0,Police,Lane 4,Emergency_Police,10
99,63,87,12,40,32,62,31,2,3,5,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
65,69,42,33,34,79,71,28,0,4,6,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
